game_id,game_date,season,home_team,away_team,home_starter,away_starter,home_score,away_score,home_won,home_ml,away_ml,open_home_ml,open_away_ml,total_line,open_total,spread,true_home_prob,true_away_prob,ml_move_home,total_move,sharp_home,sharp_away,park_factor,home_win_rate_l10,away_win_rate_l10,win_rate_diff,home_run_diff_l10,away_run_diff_l10,run_diff_diff,home_sp_xfip,away_sp_xfip,xfip_diff,home_sp_era,away_sp_era,home_sp_k_pct,away_sp_k_pct,home_wrc_plus,away_wrc_plus,wrc_diff,home_obp,away_obp
634642,2021-04-01,2021,New York Yankees,Toronto Blue Jays,Gerrit Cole,Hyun Jin Ryu,2,3,0,-185,170,-165.0,149.0,8.0,8.0,-1.5,0.6367,0.3633,-20.0,0.0,0,0,1.12,,,,,,,,,,,,,,,,,,
634630,2021-04-01,2021,Kansas City Royals,Texas Rangers,Brad Keller,Kyle Gibson,14,10,1,-150,140,-165.0,149.0,8.5,9.5,-1.5,0.5902,0.4098,15.0,-1.0,1,0,1.01,,,,,,,,,,,,,,,,,,
634636,2021-04-01,2021,Cincinnati Reds,St. Louis Cardinals,Luis Castillo,Jack Flaherty,6,11,0,-122,112,-115.0,105.0,7.0,7.5,-1.5,0.5381,0.4619,-7.0,-0.5,0,0,1.18,,,,,,,,,,,,,,,,,,
634618,2021-04-01,2021,San Diego Padres,Arizona Diamondbacks,Yu Darvish,Madison Bumgarner,8,7,1,-230,205,-210.0,188.0,8.5,8.0,-1.5,0.6801,0.3199,-20.0,0.5,0,0,0.9,,,,,,,,,,,,,,,,,,
634652,2021-04-01,2021,Miami Marlins,Tampa Bay Rays,Sandy Alcantara,Tyler Glasnow,0,1,0,140,-150,126.0,-140.0,7.0,8.0,1.5,0.4098,0.5902,14.0,-1.0,0,0,0.88,,,,,,,,,,,,,,,,,,
634622,2021-04-01,2021,Philadelphia Phillies,Atlanta Braves,Aaron Nola,Max Fried,3,2,1,-127,117,-105.0,-105.0,7.5,7.5,-1.5,0.5483,0.4517,-22.0,0.0,0,0,1.07,,,,,,,,,,,,,,,,,,
634634,2021-04-01,2021,Chicago Cubs,Pittsburgh Pirates,Kyle Hendricks,Chad Kuhl,3,5,0,-210,190,-205.0,183.0,6.5,7.0,-1.5,0.6627,0.3373,-5.0,-0.5,0,0,1.06,,,,,,,,,,,,,,,,,,
634638,2021-04-01,2021,Milwaukee Brewers,Minnesota Twins,Brandon Woodruff,Kenta Maeda,6,5,1,-109,-101,-105.0,-105.0,7.5,8.0,-1.5,0.5093,0.4907,-4.0,-0.5,0,0,1.03,,,,,,,,,,,,,,,,,,
634615,2021-04-01,2021,Colorado Rockies,Los Angeles Dodgers,Germán Márquez,Clayton Kershaw,8,5,1,195,-215,188.0,-210.0,10.5,11.5,1.5,0.3318,0.6682,7.0,-1.0,0,0,1.38,,,,,,,,,,,,,,,,,,
634655,2021-04-02,2021,Los Angeles Angels,Chicago White Sox,Dylan Bundy,Lucas Giolito,4,3,1,-119,109,109.0,-119.0,8.5,8.5,-1.5,0.5318,0.4682,-228.0,0.0,0,0,0.94,,,,,,,,,,,,,,,,,,
634640,2021-04-02,2021,Oakland Athletics,Houston Astros,Chris Bassitt,Zack Greinke,1,8,0,-124,114,-135.0,115.0,8.5,8.5,-1.5,0.5423,0.4577,11.0,0.0,1,0,0.9,,,,,,,,,,,,,,,,,,
634602,2021-04-02,2021,Miami Marlins,Tampa Bay Rays,Pablo López,Ryan Yarbrough,4,6,0,-109,-101,120.0,-140.0,7.5,7.5,-1.5,0.5093,0.4907,-229.0,0.0,0,1,0.88,0.0,1.0,-1.0,-1.0,1.0,-2.0,,,,,,,,,,,,
634580,2021-04-03,2021,Philadelphia Phillies,Atlanta Braves,Zack Wheeler,Charlie Morton,4,0,1,102,-112,-120.0,100.0,7.5,8.5,1.5,0.4838,0.5162,222.0,-1.0,0,0,1.07,1.0,0.0,1.0,1.0,-1.0,2.0,,,,,,,,,,,,
634575,2021-04-03,2021,Milwaukee Brewers,Minnesota Twins,Corbin Burnes,José Berríos,0,2,0,-130,120,-115.0,-105.0,7.5,8.0,-1.5,0.5543,0.4457,-15.0,-0.5,0,0,1.03,1.0,0.0,1.0,1.0,-1.0,2.0,,,,,,,,,,,,
634596,2021-04-03,2021,Miami Marlins,Tampa Bay Rays,Elieser Hernández,Rich Hill,12,7,1,-104,-106,105.0,-125.0,7.5,8.0,1.5,0.4977,0.5023,-209.0,-0.5,0,1,0.88,0.0,1.0,-1.0,-1.5,1.5,-3.0,,,,,,,,,,,,
634654,2021-04-03,2021,Cincinnati Reds,St. Louis Cardinals,Tyler Mahle,Adam Wainwright,9,6,1,-118,108,-110.0,-110.0,9.0,9.0,-1.5,0.5296,0.4704,-8.0,0.0,0,0,1.18,0.0,1.0,-1.0,-5.0,5.0,-10.0,,,,,,,,,,,,
634629,2021-04-03,2021,Oakland Athletics,Houston Astros,Cole Irvin,Lance McCullers Jr.,1,9,0,118,-128,115.0,-135.0,9.0,9.0,1.5,0.4497,0.5503,3.0,0.0,0,0,0.9,0.0,1.0,-1.0,-7.0,7.0,-14.0,,,,,,,,,,,,
634643,2021-04-03,2021,Chicago Cubs,Pittsburgh Pirates,Jake Arrieta,Tyler Anderson,5,1,1,-159,149,-165.0,144.0,11.0,11.0,-1.5,0.6045,0.3955,6.0,0.0,0,0,1.06,0.0,1.0,-1.0,-2.0,2.0,-4.0,,,,,,,,,,,,
634576,2021-04-03,2021,San Diego Padres,Arizona Diamondbacks,Blake Snell,Merrill Kelly,4,2,1,-210,190,-210.0,176.0,8.5,8.5,-1.5,0.6627,0.3373,0.0,0.0,0,0,0.9,1.0,0.0,1.0,1.0,-1.0,2.0,,,,,,,,,,,,
634577,2021-04-03,2021,Boston Red Sox,Baltimore Orioles,Tanner Houck,Matt Harvey,2,4,0,-166,156,-180.0,155.0,10.0,10.5,-1.5,0.615,0.385,14.0,-0.5,1,0,1.14,0.0,1.0,-1.0,0.0,0.0,0.0,,,,,,,,,,,,
634644,2021-04-03,2021,New York Yankees,Toronto Blue Jays,Corey Kluber,Ross Stripling,5,3,1,-162,152,-190.0,163.0,9.0,9.0,-1.5,0.6091,0.3909,28.0,0.0,1,0,1.12,0.0,1.0,-1.0,-1.0,1.0,-2.0,,,,,,,,,,,,
634605,2021-04-03,2021,Oakland Athletics,Houston Astros,Jesús Luzardo,Cristian Javier,5,9,0,118,-128,115.0,-135.0,9.0,9.0,1.5,0.4497,0.5503,3.0,0.0,0,0,0.9,0.0,1.0,-1.0,-7.0,7.0,-14.0,,,,,,,,,,,,
634631,2021-04-03,2021,Los Angeles Angels,Chicago White Sox,Andrew Heaney,Dallas Keuchel,8,12,0,105,-115,110.0,-130.0,9.0,8.5,1.5,0.477,0.523,-5.0,0.5,0,0,0.94,1.0,0.0,1.0,1.0,-1.0,2.0,,,,,,,,,,,,
634653,2021-04-03,2021,Colorado Rockies,Los Angeles Dodgers,Antonio Senzatela,Trevor Bauer,6,11,0,200,-220,188.0,-225.0,11.5,11.5,1.5,0.3265,0.6735,12.0,0.0,0,0,1.38,1.0,0.0,1.0,3.0,-3.0,6.0,,,,,,,,,,,,
634604,2021-04-03,2021,Kansas City Royals,Texas Rangers,Mike Minor,Kohei Arihara,11,4,1,-162,152,-165.0,144.0,9.0,9.5,-1.5,0.6091,0.3909,3.0,-0.5,0,0,1.01,1.0,0.0,1.0,4.0,-4.0,8.0,,,,,,,,,,,,
634597,2021-04-04,2021,Milwaukee Brewers,Minnesota Twins,Adrian Houser,Michael Pineda,2,8,0,-105,-105,100.0,-120.0,8.0,8.5,1.5,0.5,0.5,-205.0,-0.5,0,1,1.03,0.5,0.5,0.0,-0.5,0.5,-1.0,,,,,,,,,,,,
634572,2021-04-04,2021,San Diego Padres,Arizona Diamondbacks,Chris Paddack,Taylor Widener,1,3,0,-200,180,-2300.0,1124.0,9.0,9.5,-1.5,0.6512,0.3488,2100.0,-0.5,1,0,0.9,1.0,0.0,1.0,1.5,-1.5,3.0,,,,,,,,,,,,
634651,2021-04-04,2021,Oakland Athletics,Houston Astros,Sean Manaea,José Urquidy,2,9,0,-116,106,-110.0,-110.0,8.5,8.5,-1.5,0.5252,0.4748,-6.0,0.0,0,0,0.9,0.0,1.0,-1.0,-6.333,6.333,-12.666,,,,,,,,,,,,
634557,2021-04-04,2021,Colorado Rockies,Los Angeles Dodgers,Austin Gomber,Julio Urías,2,4,0,190,-210,207.0,-250.0,12.0,12.0,1.5,0.3373,0.6627,-17.0,0.0,0,1,1.38,0.5,0.5,0.0,-1.0,1.0,-2.0,,,,,,,,,,,,
634613,2021-04-04,2021,Chicago Cubs,Pittsburgh Pirates,Zach Davies,Mitch Keller,4,3,1,-186,171,-170.0,148.0,8.5,8.5,-1.5,0.638,0.362,-16.0,0.0,0,0,1.06,0.5,0.5,0.0,1.0,-1.0,2.0,,,,,,,,,,,,
634560,2021-04-04,2021,Cincinnati Reds,St. Louis Cardinals,Jeff Hoffman,Carlos Martinez,12,1,1,102,-112,-110.0,-110.0,9.5,9.5,1.5,0.4838,0.5162,212.0,0.0,0,0,1.18,0.5,0.5,0.0,-1.0,1.0,-2.0,,,,,,,,,,,,
634593,2021-04-04,2021,Kansas City Royals,Texas Rangers,Brady Singer,Jordan Lyles,3,7,0,-160,150,-175.0,151.0,10.0,9.5,-1.5,0.6061,0.3939,15.0,0.5,1,0,1.01,1.0,0.0,1.0,5.5,-5.5,11.0,,,,,,,,,,,,
634607,2021-04-04,2021,New York Yankees,Toronto Blue Jays,Domingo Germán,T.J. Zeuch,1,3,0,-178,164,-160.0,140.0,9.5,9.5,-1.5,0.6283,0.3717,-18.0,0.0,0,0,1.12,0.5,0.5,0.0,0.5,-0.5,1.0,,,,,,,,,,,,
634617,2021-04-04,2021,Philadelphia Phillies,Atlanta Braves,Zach Eflin,Ian Anderson,2,1,1,102,-112,120.0,-140.0,8.5,8.5,1.5,0.4838,0.5162,-18.0,0.0,0,1,1.07,1.0,0.0,1.0,2.5,-2.5,5.0,,,,,,,,,,,,
634646,2021-04-04,2021,Los Angeles Angels,Chicago White Sox,Alex Cobb,Lance Lynn,5,3,1,-124,114,-120.0,100.0,9.5,9.0,-1.5,0.5423,0.4577,-4.0,0.5,0,0,0.94,0.5,0.5,0.0,-1.5,1.5,-3.0,,,,,,,,,,,,
634623,2021-04-04,2021,San Diego Padres,Arizona Diamondbacks,Joe Musgrove,Caleb Smith,7,0,1,-200,180,-2300.0,1124.0,9.0,9.5,-1.5,0.6512,0.3488,2100.0,-0.5,1,0,0.9,1.0,0.0,1.0,1.5,-1.5,3.0,,,,,,,,,,,,
634633,2021-04-04,2021,Colorado Rockies,Los Angeles Dodgers,Jon Gray,Walker Buehler,5,6,0,190,-210,207.0,-250.0,12.0,12.0,1.5,0.3373,0.6627,-17.0,0.0,0,1,1.38,0.5,0.5,0.0,-1.0,1.0,-2.0,,,,,,,,,,,,
634610,2021-04-04,2021,Boston Red Sox,Baltimore Orioles,Garrett Richards,Bruce Zimmermann,3,11,0,-170,160,-165.0,144.0,9.5,10.0,-1.5,0.6208,0.3792,-5.0,-0.5,0,0,1.14,0.0,1.0,-1.0,-1.0,1.0,-2.0,,,,,,,,,,,,
634566,2021-04-05,2021,Chicago Cubs,Milwaukee Brewers,Trevor Williams,Brett Anderson,5,3,1,-110,100,-120.0,100.0,9.5,9.5,-1.5,0.5116,0.4884,10.0,0.0,0,0,1.06,0.6667,0.3333,0.3334,1.0,-2.333,3.333,,,,,,,,,,,,
634601,2021-04-05,2021,Boston Red Sox,Tampa Bay Rays,Nick Pivetta,Michael Wacha,11,2,1,103,-113,-110.0,-110.0,9.5,9.5,1.5,0.4815,0.5185,213.0,0.0,0,0,1.14,0.0,0.6667,-0.6667,-3.333,-0.667,-2.6660000000000004,,,,,,,,,,,,
634606,2021-04-05,2021,Philadelphia Phillies,New York Mets,Matt Moore,Jacob deGrom,5,3,1,173,-188,184.0,-220.0,7.5,7.5,1.5,0.3594,0.6406,-11.0,0.0,0,1,1.07,1.0,1.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,
634562,2021-04-05,2021,Miami Marlins,St. Louis Cardinals,Trevor Rogers,Daniel Ponce de Leon,1,4,0,-116,106,-110.0,-110.0,8.0,8.0,-1.5,0.5252,0.4748,-6.0,0.0,0,0,0.88,0.3333,0.3333,0.0,0.667,-3.0,3.667,,,,,,,,,,,,
634558,2021-04-05,2021,Cincinnati Reds,Pittsburgh Pirates,José De León,JT Brubaker,5,3,1,-151,141,-140.0,120.0,9.0,9.0,-1.5,0.5918,0.4082,-11.0,0.0,0,0,1.18,0.6667,0.3333,0.3334,3.0,-1.0,4.0,,,,,,,,,,,,
634587,2021-04-05,2021,New York Yankees,Baltimore Orioles,Jordan Montgomery,Jorge López,7,0,1,-230,205,-210.0,176.0,10.0,9.5,-1.5,0.6801,0.3199,-20.0,0.5,0,0,1.12,0.3333,1.0,-0.6667000000000001,-0.333,3.333,-3.6660000000000004,,,,,,,,,,,,
634612,2021-04-05,2021,Texas Rangers,Toronto Blue Jays,Mike Foltynewicz,Steven Matz,2,6,0,135,-145,140.0,-160.0,9.5,10.0,1.5,0.4183,0.5817,-5.0,-0.5,0,0,1.1,0.3333,0.6667,-0.3334,-2.333,0.333,-2.6660000000000004,,,,,,,,,,,,
634588,2021-04-05,2021,Detroit Tigers,Minnesota Twins,José Ureña,Matt Shoemaker,6,15,0,142,-152,110.0,-130.0,9.0,8.5,1.5,0.4066,0.5934,32.0,0.5,0,0,1.0,0.6667,0.6667,0.0,-0.667,2.333,-3.0,,,,,,,,,,,,
634559,2021-04-06,2021,Chicago Cubs,Milwaukee Brewers,Adbert Alzolay,Freddy Peralta,0,4,0,-113,103,-120.0,100.0,9.0,9.5,-1.5,0.5185,0.4815,7.0,-0.5,0,0,1.06,0.75,0.25,0.5,1.25,-2.25,3.5,,,,,,,,,,,,
634590,2021-04-06,2021,Boston Red Sox,Tampa Bay Rays,Martín Pérez,Tyler Glasnow,6,5,1,145,-155,130.0,-150.0,9.0,9.0,1.5,0.4017,0.5983,15.0,0.0,0,0,1.14,0.25,0.5,-0.25,-0.25,-2.75,2.5,,,,,,,,,,,,
634608,2021-04-06,2021,Philadelphia Phillies,New York Mets,Chase Anderson,Marcus Stroman,4,8,0,113,-123,120.0,-140.0,9.0,9.0,1.5,0.4598,0.5402,-7.0,0.0,0,0,1.07,1.0,0.75,0.25,2.0,-0.5,2.5,,,,,,,,,,,,
634594,2021-04-06,2021,Miami Marlins,St. Louis Cardinals,Sandy Alcantara,John Gant,2,4,0,-127,117,-115.0,-105.0,7.5,8.0,-1.5,0.5483,0.4517,-12.0,-0.5,0,0,0.88,0.25,0.5,-0.25,-0.25,-1.5,1.25,,,,,,,,,,,,
634530,2021-04-06,2021,Cincinnati Reds,Pittsburgh Pirates,Wade Miley,Trevor Cahill,14,1,1,-155,145,-150.0,130.0,9.0,9.0,-1.5,0.5983,0.4017,-5.0,0.0,0,0,1.18,0.75,0.25,0.5,2.75,-1.25,4.0,,,,,,,,,,,,
634599,2021-04-06,2021,New York Yankees,Baltimore Orioles,Gerrit Cole,Dean Kremer,7,2,1,-280,245,-300.0,245.0,8.0,8.5,-1.5,0.7177,0.2823,20.0,-0.5,1,0,1.12,0.5,0.75,-0.25,1.5,0.75,0.75,,,,,,,,,,,,
634551,2021-04-06,2021,Seattle Mariners,Chicago White Sox,Justus Sheffield,Carlos Rodón,0,6,0,140,-150,125.0,-145.0,7.0,7.5,1.5,0.4098,0.5902,15.0,-0.5,0,0,0.89,0.6667,0.25,0.41669999999999996,0.667,-0.5,1.167,,,,,,,,,,,,
634624,2021-04-06,2021,Washington Nationals,Atlanta Braves,Max Scherzer,Drew Smyly,6,5,1,-116,106,-155.0,135.0,7.5,8.0,-1.5,0.5252,0.4748,39.0,-0.5,1,0,0.95,0.0,0.25,-0.25,0.0,-1.5,1.5,,,,,,,,,,,,
634603,2021-04-06,2021,Detroit Tigers,Minnesota Twins,Casey Mize,J.A. Happ,4,3,1,130,-140,135.0,-155.0,9.0,9.0,1.5,0.427,0.573,-5.0,0.0,0,0,1.0,0.5,0.75,-0.25,-2.75,4.0,-6.75,,,,,,,,,,,,
634600,2021-04-06,2021,Oakland Athletics,Los Angeles Dodgers,Frankie Montas,Dustin May,3,10,0,158,-168,163.0,-190.0,8.5,8.0,1.5,0.3821,0.6179,-5.0,0.5,0,0,0.9,0.0,0.75,-0.75,-6.5,1.25,-7.75,,,,,,,,,,,,
634552,2021-04-06,2021,Los Angeles Angels,Houston Astros,Jose Quintana,Luis Garcia,7,6,1,-108,-102,-110.0,-110.0,9.0,9.0,-1.5,0.507,0.493,2.0,0.0,0,0,0.94,0.75,1.0,-0.25,0.5,6.5,-6.0,,,,,,,,,,,,
634586,2021-04-06,2021,Los Angeles Angels,Houston Astros,Dylan Bundy,Zack Greinke,2,4,0,-108,-102,-110.0,-110.0,9.0,9.0,-1.5,0.507,0.493,2.0,0.0,0,0,0.94,0.75,1.0,-0.25,0.5,6.5,-6.0,,,,,,,,,,,,
634567,2021-04-07,2021,Oakland Athletics,Los Angeles Dodgers,Jesús Luzardo,Trevor Bauer,4,3,1,155,-165,163.0,-190.0,8.0,8.5,1.5,0.3864,0.6136,-8.0,-0.5,0,0,0.9,0.0,0.8,-0.8,-6.6,2.4,-9.0,,,,,,,,,,,,
634626,2021-04-07,2021,Philadelphia Phillies,New York Mets,Aaron Nola,David Peterson,8,2,1,-164,154,-130.0,110.0,8.0,8.0,-1.5,0.6121,0.3879,-34.0,0.0,0,0,1.07,0.8,0.8,0.0,0.8,0.4,0.4,,,,,,,,,,,,
634549,2021-04-07,2021,Chicago Cubs,Milwaukee Brewers,Kyle Hendricks,Brandon Woodruff,2,4,0,-102,-108,-110.0,-110.0,9.0,9.0,-1.5,0.493,0.507,8.0,0.0,0,0,1.06,0.6,0.4,0.19999999999999996,0.2,-1.0,1.2,,,,,,,,,,,,
634585,2021-04-07,2021,Miami Marlins,St. Louis Cardinals,Pablo López,Jack Flaherty,0,7,0,105,-115,-120.0,100.0,7.0,7.5,1.5,0.477,0.523,225.0,-0.5,0,0,0.88,0.2,0.6,-0.39999999999999997,-0.6,-0.8,0.20000000000000007,,,,,,,,,,,,
634539,2021-04-07,2021,New York Yankees,Baltimore Orioles,Jameson Taillon,John Means,3,4,0,-190,175,-200.0,170.0,9.0,9.0,-1.5,0.6431,0.3569,10.0,0.0,0,0,1.12,0.6,0.6,0.0,2.2,-0.4,2.6,,,,,,,,,,,,
634592,2021-04-07,2021,Seattle Mariners,Chicago White Sox,Justin Dunn,Dallas Keuchel,8,4,1,132,-142,135.0,-155.0,8.5,8.5,1.5,0.4235,0.5765,-3.0,0.0,0,0,0.89,0.5,0.4,0.09999999999999998,-1.0,0.8,-1.8,,,,,,,,,,,,
634583,2021-04-07,2021,Texas Rangers,Toronto Blue Jays,Kyle Gibson,Hyun Jin Ryu,2,1,1,170,-185,163.0,-190.0,8.5,9.0,1.5,0.3633,0.6367,7.0,-0.5,0,0,1.1,0.25,0.75,-0.5,-2.75,1.25,-4.0,,,,,,,,,,,,
634609,2021-04-07,2021,Seattle Mariners,Chicago White Sox,James Paxton,Lucas Giolito,4,10,0,132,-142,135.0,-155.0,8.5,8.5,1.5,0.4235,0.5765,-3.0,0.0,0,0,0.89,0.5,0.4,0.09999999999999998,-1.0,0.8,-1.8,,,,,,,,,,,,
634641,2021-04-07,2021,Boston Red Sox,Tampa Bay Rays,Nathan Eovaldi,Ryan Yarbrough,9,2,1,-112,102,100.0,-120.0,8.5,9.0,-1.5,0.5162,0.4838,-212.0,-0.5,0,0,1.14,0.4,0.4,0.0,0.0,-2.4,2.4,,,,,,,,,,,,
634570,2021-04-07,2021,Cincinnati Reds,Pittsburgh Pirates,Luis Castillo,Chad Kuhl,11,4,1,-200,180,-190.0,163.0,8.0,8.5,-1.5,0.6512,0.3488,-10.0,-0.5,0,0,1.18,0.8,0.2,0.6000000000000001,4.8,-3.6,8.4,,,,,,,,,,,,
634527,2021-04-07,2021,Washington Nationals,Atlanta Braves,Erick Fedde,Max Fried,6,7,0,160,-170,140.0,-160.0,6.5,6.5,1.5,0.3792,0.6208,20.0,0.0,0,0,0.95,0.2,0.2,0.0,0.2,-1.4,1.5999999999999999,,,,,,,,,,,,
634628,2021-04-07,2021,Oakland Athletics,Los Angeles Dodgers,Chris Bassitt,Clayton Kershaw,1,5,0,155,-165,163.0,-190.0,8.0,8.5,1.5,0.3864,0.6136,-8.0,-0.5,0,0,0.9,0.0,0.8,-0.8,-6.6,2.4,-9.0,,,,,,,,,,,,
634619,2021-04-07,2021,Colorado Rockies,Arizona Diamondbacks,Germán Márquez,Luke Weaver,8,10,0,108,-118,-120.0,100.0,11.5,11.5,1.5,0.4704,0.5296,228.0,0.0,0,0,1.38,0.25,0.25,0.0,-1.25,-2.0,0.75,,,,,,,,,,,,
634635,2021-04-07,2021,Texas Rangers,Toronto Blue Jays,Dane Dunning,Tanner Roark,7,4,1,170,-185,163.0,-190.0,8.5,9.0,1.5,0.3633,0.6367,7.0,-0.5,0,0,1.1,0.25,0.75,-0.5,-2.75,1.25,-4.0,,,,,,,,,,,,
634598,2021-04-07,2021,Detroit Tigers,Minnesota Twins,Matthew Boyd,Kenta Maeda,2,3,0,160,-170,151.0,-175.0,8.5,8.0,1.5,0.3792,0.6208,9.0,0.5,0,0,1.0,0.6,0.6,0.0,-2.0,3.0,-5.0,,,,,,,,,,,,
634545,2021-04-08,2021,Toronto Blue Jays,Los Angeles Angels,Ross Stripling,Griffin Canning,5,7,0,-109,-101,-110.0,-110.0,10.0,9.5,-1.5,0.5093,0.4907,1.0,0.5,0,0,1.04,0.5,0.6667,-0.16669999999999996,0.167,0.167,0.0,,,,,,,,,,,,
634568,2021-04-08,2021,St. Louis Cardinals,Milwaukee Brewers,Adam Wainwright,Corbin Burnes,3,1,1,130,-140,120.0,-140.0,7.5,8.0,1.5,0.427,0.573,10.0,-0.5,0,0,0.98,0.6667,0.5,0.16669999999999996,0.5,-0.5,1.0,,,,,,,,,,,,
634550,2021-04-08,2021,Minnesota Twins,Seattle Mariners,José Berríos,Marco Gonzales,10,2,1,-216,196,-180.0,155.0,8.0,8.0,-1.5,0.6692,0.3308,-36.0,0.0,0,0,1.02,0.6667,0.5,0.16669999999999996,2.667,-1.0,3.667,,,,,,,,,,,,
634564,2021-04-08,2021,Colorado Rockies,Arizona Diamondbacks,Jon Gray,Merrill Kelly,7,3,1,-127,117,-125.0,105.0,11.0,12.0,-1.5,0.5483,0.4517,-2.0,-1.0,0,0,1.38,0.2,0.4,-0.2,-1.4,-1.2,-0.19999999999999996,,,,,,,,,,,,
634565,2021-04-08,2021,Chicago White Sox,Kansas City Royals,Lance Lynn,Brad Keller,6,0,1,-165,155,-155.0,135.0,8.0,9.0,-1.5,0.6136,0.3864,-10.0,-1.0,0,0,0.95,0.4286,0.6,-0.1714,0.857,1.6,-0.7430000000000001,,,,,,,,,,,,
634555,2021-04-08,2021,Pittsburgh Pirates,Chicago Cubs,Tyler Anderson,Jake Arrieta,2,4,0,140,-150,131.0,-151.0,8.5,8.5,1.5,0.4098,0.5902,9.0,0.0,0,0,0.96,0.1667,0.5,-0.33330000000000004,-4.167,-0.167,-4.0,,,,,,,,,,,,
634584,2021-04-08,2021,New York Mets,Miami Marlins,Taijuan Walker,Nick Neidert,3,2,1,-180,165,-190.0,163.0,8.5,8.5,-1.5,0.6301,0.3699,10.0,0.0,0,0,0.97,0.6667,0.1667,0.5,-0.667,-1.667,1.0,,,,,,,,,,,,
634542,2021-04-08,2021,Colorado Rockies,Arizona Diamondbacks,Antonio Senzatela,Madison Bumgarner,8,0,1,-127,117,-125.0,105.0,11.0,12.0,-1.5,0.5483,0.4517,-2.0,-1.0,0,0,1.38,0.2,0.4,-0.2,-1.4,-1.2,-0.19999999999999996,,,,,,,,,,,,
634544,2021-04-08,2021,Baltimore Orioles,Boston Red Sox,Matt Harvey,Eduardo Rodriguez,3,7,0,138,-148,155.0,-180.0,9.0,9.5,1.5,0.4132,0.5868,-17.0,-0.5,0,1,1.08,0.6667,0.5,0.16669999999999996,-0.167,1.167,-1.334,,,,,,,,,,,,
634546,2021-04-09,2021,Houston Astros,Oakland Athletics,Cristian Javier,Cole Irvin,6,2,1,-172,161,-170.0,148.0,8.5,9.0,-1.5,0.6227,0.3773,-2.0,-0.5,0,0,1.0,0.8333,0.1429,0.6904,4.5,-5.143,9.643,,,,,,,,,,,,
634499,2021-04-09,2021,Tampa Bay Rays,New York Yankees,Rich Hill,Corey Kluber,10,5,1,119,-129,125.0,-145.0,8.0,8.5,1.5,0.4477,0.5523,-6.0,-0.5,0,0,0.91,0.3333,0.5,-0.16670000000000001,-3.167,1.667,-4.834,,,,,,,,,,,,
634533,2021-04-09,2021,Los Angeles Dodgers,Washington Nationals,Walker Buehler,Joe Ross,1,0,1,-280,245,-260.0,215.0,8.5,8.5,-1.5,0.7177,0.2823,-20.0,0.0,0,0,0.93,0.7143,0.1667,0.5476000000000001,2.143,0.0,2.143,,,,,,,,,,,,
634512,2021-04-09,2021,Toronto Blue Jays,Los Angeles Angels,David Phelps,Andrew Heaney,1,7,0,115,-125,-103.0,-117.0,11.0,10.5,1.5,0.4557,0.5443,218.0,0.5,0,0,1.04,0.4286,0.7143,-0.28570000000000007,-0.143,0.429,-0.572,,,,,,,,,,,,
634534,2021-04-09,2021,Atlanta Braves,Philadelphia Phillies,Charlie Morton,Zack Wheeler,8,1,1,-125,115,-115.0,-105.0,7.5,8.5,-1.5,0.5443,0.4557,-10.0,-1.0,0,0,1.05,0.3333,0.8333,-0.5,-1.0,1.667,-2.667,,,,,,,,,,,,
634524,2021-04-10,2021,Atlanta Braves,Philadelphia Phillies,Ian Anderson,Zach Eflin,5,4,1,-134,124,-150.0,130.0,8.0,8.0,-1.5,0.5619,0.4381,16.0,0.0,1,0,1.05,0.4286,0.7143,-0.28570000000000007,0.143,0.429,-0.28600000000000003,,,,,,,,,,,,
632227,2021-04-10,2021,Toronto Blue Jays,Los Angeles Angels,Steven Matz,Jose Quintana,15,1,1,-109,-101,-120.0,100.0,10.5,11.0,-1.5,0.5093,0.4907,11.0,-0.5,1,0,1.04,0.375,0.75,-0.375,-0.875,1.125,-2.0,,,,,,,,,,,,
632193,2021-04-10,2021,Texas Rangers,San Diego Padres,Jordan Lyles,Chris Paddack,4,7,0,143,-153,148.0,-170.0,9.0,9.0,1.5,0.4049,0.5951,-5.0,0.0,0,0,1.1,0.5,0.5714,-0.07140000000000002,-1.167,1.143,-2.31,,,,,,,,,,,,
634491,2021-04-10,2021,Baltimore Orioles,Boston Red Sox,Bruce Zimmermann,Garrett Richards,4,6,0,117,-127,115.0,-135.0,9.5,9.5,1.5,0.4517,0.5483,2.0,0.0,0,0,1.08,0.5714,0.5714,0.0,-0.714,1.571,-2.285,,,,,,,,,,,,
632195,2021-04-10,2021,Pittsburgh Pirates,Chicago Cubs,Mitch Keller,Zach Davies,8,2,1,147,-157,144.0,-165.0,8.5,8.0,1.5,0.3986,0.6014,3.0,0.5,0,0,0.96,0.1429,0.5714,-0.4285,-3.857,0.143,-4.0,,,,,,,,,,,,
632222,2021-04-10,2021,St. Louis Cardinals,Milwaukee Brewers,Carlos Martinez,Adrian Houser,5,9,0,-112,102,100.0,-120.0,8.0,8.5,-1.5,0.5162,0.4838,-212.0,-0.5,0,0,0.98,0.7143,0.4286,0.28570000000000007,0.714,-0.714,1.428,,,,,,,,,,,,
